id,description,text,account_value,actor_value,frame_value,llama_classification
id_1176894185586274304,Chase Producer @CTV_PowerPlay. Teaching Storytelling and Social Media @BMPD_CU. I will always say yes to afternoon tea.,".@ShawnMenard1 raises the idea of participatory budgeting in Ottawa. He says its a section of money residents can feel like they have some control over the money, since it is their money. He doesn't want it for this cycle but the next one.",Individual,Citizen,Dem,NA
id_1332112460816539648,"Cllr Mick Duff pc, Independent, married to Phyllis. Drug Project Manager, Repeal8th, Straight Ally, Ethical Celebrant, lay Member MHT. Proud Dub 👕 @LUFC","2 Discretionary Fund of €60k for the Mayor and Deputy Mayor and the Area Chairs against a Special Participatory Budget Fund of €60k for the Teens of our County, to acknowledge their plight through the restrictions of Covid. May the sun shine on their travels, at your expense",Individual,Citizen,Resources,NA
id_784233569635958784,The RSA Citizens' Economic Council Programme is no longer live. Please follow @theRSAorg for future work.,Sharing best practice in international participatory budgeting at International PB conference in Scotland https://t.co/Qn4tdoXtaH - join us!,Organisation,Civil,Dem,NA
id_814781724588576770,Photographer: Eyewear / StreetStyle / StreetLife / Jazz / Melbourne & NYC,Portugal Announces World’s First Nationwide Participatory Budgeting Project (via @Shareable) https://t.co/zdiV6uuUeQ,Individual,Citizen,Dem,democracy
id_929001995268222976,Thanks for following. We share news and comment from Scotland's national church and posts we find interesting. More info on our website.,From Brazil to Glasgow: Participatory Budgeting brings community successes #community https://t.co/95Q1nEY2CQ,Organisation,Civil,Dem,democracy
id_1100357363096264705,metropolitiques.eu est une revue électronique créée pour favoriser les débats et confronter les savoirs et les savoir-faire sur la ville.,"[Metropolitics] Reviews | Reclaiming the “Right to the City” Through Participatory Budgeting – Tyler James Olsen reviews “Another City is Possible with Participatory Budgeting” (ed. by Yves Cabanne): https://t.co/wCXEEpnG8w

#ParticipatoryBudgeting #PB #RightToTheCity #Lefebvre https://t.co/fRjrZEGuIQ",Organisation,Political,Dem,democracy
id_1060589365850591232,"We are #yeg's newest bike shop, dedicated to  lifestyle cyclists, proudly offering 24h turnaround time on tune-ups. Now serving coffee and treats! #yegbike","@nenshi One poli sci nerd to another, have you heard about participatory budgeting?? https://t.co/ZLEdIOn4oK",Organisation,Citizen,Dem,democracy
id_565889385967939584,"Council Member proudly serving District 14 in the Bronx. Peace, justice, unity. Visit http://t.co/itAfrx2bol for more.","Get involved w/ participatory budgeting @PB_NYC through @NYCCouncil new text message service. Text ""voice"" to 646-798-1623. #EveryVoiceNYC",Individual,Political,Dem,democracy
id_1396099242222030851,arts translator and academic focusing on the professional sociology of translation. Not averse to the occasional power nap.,"Our town hall is doing a participatory budget. 200,000 euros to spend. Hit me up with some good ideas.",Individual,Citizen,Resources,NA
id_859873107640713216,"🌎 🗽😷 I believe in questioning assumptions, fierce listening, & a beginner’s mind. Pushing boundaries @JGLStrategy.",Oakland Lets Residents Decide How to Prioritize Federal Grant Money https://t.co/YPGSUpdHPG #participatorybudgeting,Individual,Citizen,Dem,democracy
id_875380133724663808,"a new world order where Black children have self determination, autonomy and power over their destinies. Anarkata

No dms *on hiatus*

Organize. Organize.",“We Can Decide: Black Power through Participatory Budgeting” by Rossanna Mercedes https://t.co/Ndj1NAnVDB,Individual,Citizen,Justice,democracy
id_618386020313264128,"COVID-19 Operational Lead | Proud to work for the NHS. Semi Functioning, Semi Adult. Full time raving homosexual 🌈. Views are my own. He/Him","Really like the idea of participatory budgeting for societies, where they decide funding where project funding goes #su15",Individual,Citizen,Dem,democracy
id_1085923882232676352,"Your news source for everything in #Cyprus. All the latest about #news, #entertainment, #food, #traveltips & what not to miss when you #visit Cyprus.",Paphos municipal council on Wednesday approved the construction of an accessible park after a participatory budgeting process conducted through Facebook. https://t.co/uyFOi88xOh,Organisation,Media,Dem,democracy
id_828754837227577344,City of Toronto's official youth advisory body since 1998. Working for an equitable & youth-friendly city. Tweet at us! #TOyouth Inquiries: info@thetyc.ca,Participatory budgeting requires 💲+ realistic plans to be able to deliver on what communities want -@kristynwongtam #YouthTalksTO,Organisation,Civil,Dem,NA
id_1189534945192091648,"Senior Lecturer of Business Management with an adventurous streak, who loves new technology and ice-cream",@GCU_GSBS @GCUResearch Dr Claire McRae presented her collaborative research challenging the Participatory Budgeting model in Scotland - a lack of citizen involvement and raising the different between Participation and Consultation. Great evidence presented #lunchtimeseminars https://t.co/bQrWtPbAjL,Individual,Citizen,Problems,justice
id_1207647332499689477,"SXSW EDU Conference & Festival | March 7-10, 2022","In the #SXSWEDU session, ""Participatory Budgeting: Real Money, Real Power"" explore participatory budgeting, which gives students real decision-making power over part of the school budget. https://t.co/S7OVJio3z7",Organisation,Edu,Dem,NA
id_726052636189970436,The Fund for Democratic Communities supports community-based initiatives fostering authentic democracy to make communities better places to live.,#Greensboro wraps up first #ParticipatoryBudgeting cycle with successful vote! See results - https://t.co/4Ga5DYmMas #democracy #OurMoney,Organisation,Civil,Dem,democracy
id_576042639893606400,An independent student newspaper serving Columbia University and the MoHi/West Harlem communities since 1877. | @CUspectrum | @CUSpecSports | @theeyemag,"OP-ED: Through PB, we can support the mobilization of District 7’s residents without eclipsing their needs. http://t.co/Sgp9LsEvh6",Organisation,Media,Dem,democracy
id_1100486759765417984,"The Twitter account for the City Clerk's Department at the City of Vancouver, providing updates on speaker order at meetings.","#VanCityCouncil has recessed and will reconvene at approximately 3 pm, continuing with agenda item RR#2 - West End Parking Management Strategy and Participatory Budgeting Process.",Organisation,Political,Dem,democracy
id_589917310883889153,"A human,who concerned about human and nature.","@msisodia great thought of participatory budget,wish could have been same in party( AAP) also rather than elevation of only sycophants",Individual,Citizen,Dem,democracy
id_575346551033368576,"Working in intersection of rare diseases, genetics, tech @SimonsFdn . Past : @Qualcomm @NDI @ColumbiaSIPA Interests : Prod.mgmt/ Startups | Music | Politics","For people, #Rights and #Responsibility go hand in hand. @ArvindKejriwal is trying #ParticipatoryBudgeting in #Delhi. http://t.co/m0XqxC93Y6",Individual,Citizen,Dem,democracy
id_586543843455053825,"We heart you, Astoria! #WeHeartAstoria",Participatory budgeting is important! Astorians know best where local dollars should be spent. Don't forget to... http://t.co/tm0JfgVpVb,Organisation,Media,Dem,NA
id_1049382351359397890,"News about local development, business, government, transportation, healthcare & events in North San Antonio and Northeast San Antonio Metrocom.","City Council District 8 residents, come and choose which projects you think will benefit your neighborhood or district. District 9 Councilman John Courage successfully held a pilot participatory budgeting... https://t.co/qOUdabZL5L",Organisation,Civil,Dem,democracy
id_1225957474177634306,"TV Geek, Baker, Gamer, Relocated Massachusetts Liberal, Head Groom in Rickon Stark's Unicorn Army",So just a shout out to @RossanaFor33 to say how much I liked the participatory budgeting process. I wish it had been more clear in the 1st voting round in the form that the choices should add up $1mill. But loved it! https://t.co/70eQNYdt4v,Individual,Citizen,Resources,NA
id_872963326543892480,"Local Seattle News and Washington Updates from A - Z, that's what you get from us.",Participatory Budgeting Initiative A “Gateway” to Civic Participation https://t.co/4d9D0lBWii https://t.co/GTiIDPEq1P,Organisation,Media,Dem,democracy
id_1041769744997801984,"Please wear a mask in the library.

(She/her. My views do not represent my employer.)","The two most frequent complaints we get at my library are ""Why don't you have a water fountain?"" and ""You need to get a new elevator!"" Maybe we can with the help of the NYCC participatory budget: https://t.co/93U6IFY2fi",Individual,Political,Dem,NA
id_927531838469533696,"Councillor, District 5 Dartmouth Centre",Participatory budgeting in District 5 is tomorrow night. Preview of the 19 projects seeking funding https://t.co/PPtQ9l5URT,Individual,Political,Resources,NA
id_1002761057126047745,We're working to bring Participatory Budgeting to Nashville TN! DM us to learn more/partner! | co-founders @bedne @pbadvocate | https://t.co/Hc0y9qKWev,"Several folks have reached out asking how they can share participatory budgeting with their neighbors &amp; our city council members. Complete this poll to help us better understand how we can best help you to spread the word about participatory budgeting!
@PBProject #PBNashville",Organisation,Civil,Dem,democracy
id_1046835779991949315,"I generate exciting government innovation headlines. You write the memos 📑, reports 📖 & think pieces💡. Parody.","""participatory budgeting for an improved taxpayer experience""",Organisation,Media,Dem,NA
id_1207434024358219779,The leading peace-building charity on the island of Ireland working with groups to build vibrant societies through respect for diversity/peace & reconciliation,A huge thanks to all the young people from across the @dcsdcouncil area who attended our NW MoY review/update meeting tonight in the Harbour House Boardroom - our thanks also to Louise O'Kane from @CommunityPlaces for her input on participatory budgeting #youthengagement https://t.co/QF0rlDwzlx,Organisation,Civil,Dem,NA
id_1272584604147474439,Equity & empowerment advocate. Community art lover.,"The hefty size of police budgets in cities that practice Participatory Budgeting speaks to how the U.S. process has missed on its promise to empower residents. Let’s revamp &amp; expand PB to fulfill the promise of Real Money, Real Power. #participatorybudgeting",Individual,Citizen,Problems,democracy
id_1032047269577674753,"Gordon Neighbourhood House. Since 1942 in the West End.  #Gordonhouse #togetherwegrow
Call us: 604-683-2554","Come foster community through participatory budgeting this Thursday, August 23rd at 7pm!

 @CityofVancouver is hosting a community info session and they want to hear from you to help them decide where to invest funds in the West End.

More info: https://t.co/UhH99fvNFA https://t.co/alUREPAdxB",Organisation,Civil,Resources,NA
